studyName,Date GMT,Time GMT,Island,Colony,Adults,Chicks
PAL9192,1992-01-26,1700,CHR,1,166,306
PAL9192,1992-01-26,1700,CHR,2,53,90
PAL9192,1992-01-26,1700,CHR,3,138,208
PAL9192,1992-01-26,1700,CHR,4,17,29
PAL9192,1992-01-26,1700,CHR,5,32,32
PAL9192,1992-01-26,1700,CHR,6,100,172
PAL9192,1992-01-26,1700,CHR,7,303,407
PAL9192,1992-01-26,1700,CHR,7.1,27,30
PAL9192,1992-01-26,1700,CHR,7.2,65,97
PAL9192,1992-01-26,1700,CHR,8,143,227
PAL9192,1992-01-26,1700,CHR,9,79,63
PAL9192,1992-01-26,1700,CHR,10,15,13
PAL9192,1992-01-26,1700,CHR,11,24,10
PAL9192,1992-01-26,1430,COR,1,5,4
PAL9192,1992-01-26,1430,COR,2,82,119
PAL9192,1992-01-26,1430,COR,3,45,48
PAL9192,1992-01-26,1430,COR,4,12,29
PAL9192,1992-01-26,1430,COR,5,370,386
PAL9192,1992-01-26,1430,COR,5.1,151,173
PAL9192,1992-01-26,1430,COR,6,110,116
PAL9192,1992-01-26,1130,HUM,1.1,10,20
PAL9192,1992-01-26,1130,HUM,1.2,11,39
PAL9192,1992-01-26,1130,HUM,1.3,7,7
PAL9192,1992-01-26,1130,HUM,2.1,86,183
PAL9192,1992-01-26,1130,HUM,2.2,35,97
PAL9192,1992-01-26,1130,HUM,3,145,409
PAL9192,1992-01-26,1130,HUM,3.1,45,99
PAL9192,1992-01-26,1130,HUM,4,59,149
PAL9192,1992-01-26,1130,HUM,5,185,476
PAL9192,1992-01-26,2000,LIT,1,14,11
PAL9192,1992-01-26,2000,LIT,2,21,29
PAL9192,1992-01-26,2000,LIT,3,0,0
PAL9192,1992-01-26,2000,LIT,4,21,31
PAL9192,1992-01-26,2000,LIT,5,40,99
PAL9192,1992-01-26,2000,LIT,6,80,135
PAL9192,1992-01-26,2000,LIT,7,31,71
PAL9192,1992-01-26,2000,LIT,8,42,141
PAL9192,1992-01-26,2000,LIT,9,17,25
PAL9192,1992-01-26,800,TOR,1,122,162
PAL9192,1992-01-26,800,TOR,2,42,71
PAL9192,1992-01-26,800,TOR,3,27,30
PAL9192,1992-01-26,800,TOR,4,234,378
PAL9192,1992-01-26,800,TOR,5,85,144
PAL9192,1992-01-26,800,TOR,12,155,265
PAL9192,1992-01-26,800,TOR,13,193,339
PAL9192,1992-01-26,800,TOR,15,113,210
PAL9192,1992-01-26,800,TOR,17,15,25
PAL9192,1992-01-26,800,TOR,20,184,318
PAL9192,1992-01-26,800,TOR,21,89,189
PAL9192,1992-01-26,800,TOR,22,58,134
PAL9192,1992-01-26,800,TOR,23,172,203
PAL9192,1992-01-26,800,TOR,23.1,19,25
PAL9293,1993-01-26,1100,CHR,1,281,307
PAL9293,1993-01-26,1100,CHR,2,102,90
PAL9293,1993-01-26,1100,CHR,3,216,210
PAL9293,1993-01-26,1100,CHR,4,35,30
PAL9293,1993-01-26,1100,CHR,5,39,41
PAL9293,1993-01-26,1100,CHR,6,149,155
PAL9293,1993-01-26,1100,CHR,7,386,362
PAL9293,1993-01-26,1100,CHR,7.1,38,30
PAL9293,1993-01-26,1100,CHR,7.2,107,90
PAL9293,1993-01-26,1100,CHR,8,218,228
PAL9293,1993-01-26,1100,CHR,9.1,31,17
PAL9293,1993-01-26,1100,CHR,10,21,10
PAL9293,1993-01-26,1100,CHR,11,18,0
PAL9293,1993-01-26,1000,COR,1,8,5
PAL9293,1993-01-26,1000,COR,2,86,119
PAL9293,1993-01-26,1000,COR,3,55,50
PAL9293,1993-01-26,1000,COR,4,15,25
PAL9293,1993-01-26,1000,COR,5,342,356
PAL9293,1993-01-26,1000,COR,5.1,141,167
PAL9293,1993-01-26,1000,COR,6,148,141
PAL9293,1993-01-26,1300,HUM,1.1,24,15
PAL9293,1993-01-26,1300,HUM,1.2,20,39
PAL9293,1993-01-26,1300,HUM,1.3,6,7
PAL9293,1993-01-26,1300,HUM,2.1,60,195
PAL9293,1993-01-26,1300,HUM,2.2,35,109
PAL9293,1993-01-26,1300,HUM,3,197,451
PAL9293,1993-01-26,1300,HUM,3.1,65,82
PAL9293,1993-01-26,1300,HUM,4,140,168
PAL9293,1993-01-26,1300,HUM,5,210,524
PAL9293,1993-01-26,1400,LIT,1,36,32
PAL9293,1993-01-26,1400,LIT,2,21,9
PAL9293,1993-01-26,1400,LIT,3,0,0
PAL9293,1993-01-26,1400,LIT,4,41,25
PAL9293,1993-01-26,1400,LIT,5,75,105
PAL9293,1993-01-26,1400,LIT,6,94,135
PAL9293,1993-01-26,1400,LIT,7,52,82
PAL9293,1993-01-26,1400,LIT,8,93,148
PAL9293,1993-01-26,1400,LIT,9,21,9
PAL9293,1993-01-26,1500,TOR,1,119,205
PAL9293,1993-01-26,1500,TOR,2,47,64
PAL9293,1993-01-26,1500,TOR,3,23,26
PAL9293,1993-01-26,1500,TOR,4,237,441
PAL9293,1993-01-26,1500,TOR,5,133,170
PAL9293,1993-01-26,1500,TOR,12,185,285
PAL9293,1993-01-26,1500,TOR,13,212,334
PAL9293,1993-01-26,1500,TOR,15,195,252
PAL9293,1993-01-26,1500,TOR,17,24,30
PAL9293,1993-01-26,1500,TOR,20,219,317
PAL9293,1993-01-26,1500,TOR,21,180,207
PAL9293,1993-01-26,1500,TOR,22,156,109
PAL9293,1993-01-26,1500,TOR,23,167,282
PAL9293,1993-01-26,1500,TOR,23.1,28,29
PAL9394,1994-01-22,1500,LIT,1,19,11
PAL9394,1994-01-22,1500,LIT,2,37,28
PAL9394,1994-01-22,1500,LIT,3,0,0
PAL9394,1994-01-22,1500,LIT,4,32,20
PAL9394,1994-01-22,1500,LIT,5,113,80
PAL9394,1994-01-22,1500,LIT,6,130,104
PAL9394,1994-01-22,1500,LIT,7,72,76
PAL9394,1994-01-22,1500,LIT,8,147,138
PAL9394,1994-01-22,1500,LIT,9,33,24
PAL9394,1994-01-23,1200,CHR,1,184,310
PAL9394,1994-01-23,1200,CHR,2,49,96
PAL9394,1994-01-23,1200,CHR,3,128,130
PAL9394,1994-01-23,1200,CHR,4.1,13,26
PAL9394,1994-01-23,1200,CHR,5,28,43
PAL9394,1994-01-23,1200,CHR,6,104,161
PAL9394,1994-01-23,1200,CHR,7,302,410
PAL9394,1994-01-23,1200,CHR,7.1,25,34
PAL9394,1994-01-23,1200,CHR,7.2,41,101
PAL9394,1994-01-23,1200,CHR,8,180,214
PAL9394,1994-01-23,1200,CHR,9.1,33,12
PAL9394,1994-01-23,1200,CHR,10,13,2
PAL9394,1994-01-23,1200,CHR,11,4,0
PAL9394,1994-01-23,1430,COR,1,10,10
PAL9394,1994-01-23,1430,COR,2,98,121
PAL9394,1994-01-23,1430,COR,3,44,55
PAL9394,1994-01-23,1430,COR,4,12,27
PAL9394,1994-01-23,1430,COR,5,357,365
PAL9394,1994-01-23,1430,COR,5.1,163,183
PAL9394,1994-01-23,1430,COR,6,101,86
PAL9394,1994-01-23,1400,HUM,1.1,20,26
PAL9394,1994-01-23,1400,HUM,1.2,30,48
PAL9394,1994-01-23,1400,HUM,1.3,7,7
PAL9394,1994-01-23,1400,HUM,2.1,85,201
PAL9394,1994-01-23,1400,HUM,2.2,57,109
PAL9394,1994-01-23,1400,HUM,3,201,364
PAL9394,1994-01-23,1400,HUM,3.1,65,82
PAL9394,1994-01-23,1400,HUM,4,233,138
PAL9394,1994-01-23,1400,HUM,5,151,350
PAL9394,1994-01-23,1630,TOR,1,132,111
PAL9394,1994-01-23,1630,TOR,2,46,65
PAL9394,1994-01-23,1630,TOR,3,28,25
PAL9394,1994-01-23,1630,TOR,4,290,330
PAL9394,1994-01-23,1630,TOR,5,118,157
PAL9394,1994-01-23,1630,TOR,12,0,285
PAL9394,1994-01-23,1630,TOR,12,187,285
PAL9394,1994-01-23,1630,TOR,13,0,328
PAL9394,1994-01-23,1630,TOR,13,213,328
PAL9394,1994-01-23,1630,TOR,15,160,204
PAL9394,1994-01-23,1630,TOR,17,16,32
PAL9394,1994-01-23,1630,TOR,18,0,419
PAL9394,1994-01-23,1630,TOR,19,0,677
PAL9394,1994-01-23,1630,TOR,20,195,264
PAL9394,1994-01-23,1630,TOR,21,82,190
PAL9394,1994-01-23,1630,TOR,22,67,135
PAL9394,1994-01-23,1630,TOR,23,221,256
PAL9394,1994-01-23,1630,TOR,23.1,24,20
PAL9495,1995-01-16,1100,HUM,1.1,16,21
PAL9495,1995-01-16,1100,HUM,1.2,32,41
PAL9495,1995-01-16,1100,HUM,1.3,4,7
PAL9495,1995-01-16,1100,HUM,2.1,79,173
PAL9495,1995-01-16,1100,HUM,2.2,33,103
PAL9495,1995-01-16,1100,HUM,3,140,391
PAL9495,1995-01-16,1100,HUM,3.1,4,6
PAL9495,1995-01-16,1100,HUM,4,107,212
PAL9495,1995-01-16,1100,HUM,5,187,427
PAL9495,1995-01-16,1430,TOR,1,95,148
PAL9495,1995-01-16,1430,TOR,2,45,50
PAL9495,1995-01-16,1430,TOR,3,19,17
PAL9495,1995-01-16,1430,TOR,4,184,283
PAL9495,1995-01-16,1430,TOR,5,72,170
PAL9495,1995-01-16,1430,TOR,12,144,284
PAL9495,1995-01-16,1430,TOR,13,199,317
PAL9495,1995-01-16,1430,TOR,15,83,322
PAL9495,1995-01-16,1430,TOR,17,12,26
PAL9495,1995-01-16,1430,TOR,18,129,353
PAL9495,1995-01-16,1430,TOR,19,254,667
PAL9495,1995-01-16,1430,TOR,20,130,262
PAL9495,1995-01-16,1430,TOR,21,90,194
PAL9495,1995-01-16,1430,TOR,22,73,121
PAL9495,1995-01-16,1430,TOR,23,131,268
PAL9495,1995-01-16,1430,TOR,23.1,20,31
PAL9495,1995-01-17,1200,CHR,1,156,267
PAL9495,1995-01-17,1200,CHR,2,53,84
PAL9495,1995-01-17,1200,CHR,3,97,168
PAL9495,1995-01-17,NULL,CHR,3.1,0,0
PAL9495,1995-01-17,1200,CHR,4.1,16,19
PAL9495,1995-01-17,1200,CHR,5,50,50
PAL9495,1995-01-17,1200,CHR,6,106,160
PAL9495,1995-01-17,1200,CHR,7,242,435
PAL9495,1995-01-17,1200,CHR,7.1,26,33
PAL9495,1995-01-17,1200,CHR,7.2,53,100
PAL9495,1995-01-17,1200,CHR,8,141,234
PAL9495,1995-01-17,1200,CHR,9.1,29,49
PAL9495,1995-01-17,1200,CHR,10,13,13
PAL9495,1995-01-17,1200,CHR,11,4,3
PAL9495,1995-01-17,1000,COR,1,8,10
PAL9495,1995-01-17,1000,COR,2,71,108
PAL9495,1995-01-17,1000,COR,3,39,46
PAL9495,1995-01-17,1000,COR,4,15,21
PAL9495,1995-01-17,1000,COR,5,294,404
PAL9495,1995-01-17,1000,COR,5.1,117,190
PAL9495,1995-01-17,1000,COR,6,76,117
PAL9495,1995-01-17,1200,LIT,1,8,12
PAL9495,1995-01-17,1200,LIT,2,28,24
PAL9495,1995-01-17,1200,LIT,3,0,0
PAL9495,1995-01-17,1200,LIT,4,19,12
PAL9495,1995-01-17,1200,LIT,5,71,77
PAL9495,1995-01-17,1200,LIT,6,76,111
PAL9495,1995-01-17,1200,LIT,7,58,73
PAL9495,1995-01-17,1200,LIT,8,95,162
PAL9495,1995-01-17,1200,LIT,9,32,29
PAL9596,1996-01-18,1300,CHR,1,225,310
PAL9596,1996-01-18,1300,CHR,2,50,90
PAL9596,1996-01-18,1300,CHR,3,20,69
PAL9596,1996-01-18,1300,CHR,3.1,40,92
PAL9596,1996-01-18,1300,CHR,4.1,2,2
PAL9596,1996-01-18,1300,CHR,5,7,58
PAL9596,1996-01-18,1300,CHR,6,57,168
PAL9596,1996-01-18,1300,CHR,7,142,470
PAL9596,1996-01-18,1300,CHR,7.1,17,30
PAL9596,1996-01-18,1300,CHR,7.2,28,99
PAL9596,1996-01-18,1300,CHR,8,83,229
PAL9596,1996-01-18,1300,CHR,9.1,20,55
PAL9596,1996-01-18,1300,CHR,10,4,10
PAL9596,1996-01-18,1300,CHR,11,4,4
PAL9596,1996-01-18,1100,COR,1,5,8
PAL9596,1996-01-18,1100,COR,2,36,113
PAL9596,1996-01-18,1100,COR,3,28,54
PAL9596,1996-01-18,1100,COR,4,11,25
PAL9596,1996-01-18,1100,COR,5,143,399
PAL9596,1996-01-18,1100,COR,5.1,68,187
PAL9596,1996-01-18,1100,COR,6,44,102
PAL9596,1996-01-18,1600,HUM,1.1,5,4
PAL9596,1996-01-18,1600,HUM,1.2,6,26
PAL9596,1996-01-18,1600,HUM,1.3,0,0
PAL9596,1996-01-18,1600,HUM,2.1,15,169
PAL9596,1996-01-18,1600,HUM,2.2,11,98
PAL9596,1996-01-18,1600,HUM,3,60,415
PAL9596,1996-01-18,1600,HUM,3.1,0,0
PAL9596,1996-01-18,1600,HUM,4,56,205
PAL9596,1996-01-18,1600,HUM,5,75,426
PAL9596,1996-01-18,1700,TOR,1,68,141
PAL9596,1996-01-18,1700,TOR,2,17,40
PAL9596,1996-01-18,1700,TOR,3,21,11
PAL9596,1996-01-18,1700,TOR,4,102,279
PAL9596,1996-01-18,1700,TOR,5,35,108
PAL9596,1996-01-18,1700,TOR,12,81,275
PAL9596,1996-01-18,1700,TOR,13,101,288
PAL9596,1996-01-18,1700,TOR,15,55,223
PAL9596,1996-01-18,1700,TOR,17,2,17
PAL9596,1996-01-18,1700,TOR,18,118,350
PAL9596,1996-01-18,1700,TOR,19,150,713
PAL9596,1996-01-18,1700,TOR,20,82,246
PAL9596,1996-01-18,1700,TOR,21,34,146
PAL9596,1996-01-18,1700,TOR,22,51,85
PAL9596,1996-01-18,1700,TOR,23,122,233
PAL9596,1996-01-18,1700,TOR,23.1,3,27
PAL9596,1996-01-20,1100,LIT,1,6,14
PAL9596,1996-01-20,1100,LIT,2,18,29
PAL9596,1996-01-20,NULL,LIT,3,0,0
PAL9596,1996-01-20,1100,LIT,4,12,29
PAL9596,1996-01-20,1100,LIT,5,26,102
PAL9596,1996-01-20,1100,LIT,6,44,148
PAL9596,1996-01-20,1100,LIT,7,27,71
PAL9596,1996-01-20,1100,LIT,8,35,141
PAL9596,1996-01-20,1100,LIT,9,25,31
PAL9697,1997-01-25,1100,CHR,1,103,252
PAL9697,1997-01-25,1100,CHR,2,34,70
PAL9697,1997-01-25,1100,CHR,3,31,82
PAL9697,1997-01-25,1100,CHR,3.1,33,54
PAL9697,1997-01-25,1100,CHR,4.1,4,6
PAL9697,1997-01-25,1100,CHR,5,25,52
PAL9697,1997-01-25,1100,CHR,6,55,142
PAL9697,1997-01-25,1100,CHR,7,114,404
PAL9697,1997-01-25,1100,CHR,7.1,14,24
PAL9697,1997-01-25,1100,CHR,7.2,39,67
PAL9697,1997-01-25,1100,CHR,8,92,208
PAL9697,1997-01-25,1100,CHR,9.1,22,49
PAL9697,1997-01-25,1100,CHR,10,4,10
PAL9697,1997-01-25,1100,CHR,11,4,2
PAL9697,1997-01-25,1000,COR,1,4,3
PAL9697,1997-01-25,1000,COR,2,39,103
PAL9697,1997-01-25,1000,COR,3,39,48
PAL9697,1997-01-25,1000,COR,4,4,4
PAL9697,1997-01-25,1000,COR,5,211,385
PAL9697,1997-01-25,1000,COR,5.1,91,174
PAL9697,1997-01-25,1000,COR,6,58,85
PAL9697,1997-01-25,1300,HUM,1.1,0,0
PAL9697,1997-01-25,1300,HUM,1.2,2,3
PAL9697,1997-01-25,1300,HUM,1.3,0,0
PAL9697,1997-01-25,1300,HUM,2.1,38,107
PAL9697,1997-01-25,1300,HUM,2.2,8,91
PAL9697,1997-01-25,1300,HUM,3,54,326
PAL9697,1997-01-25,1300,HUM,3.1,6,3
PAL9697,1997-01-25,1300,HUM,4,31,188
PAL9697,1997-01-25,1300,HUM,5,85,345
PAL9697,1997-01-25,1200,LIT,1,11,6
PAL9697,1997-01-25,1200,LIT,2,19,23
PAL9697,1997-01-25,NULL,LIT,3,0,0
PAL9697,1997-01-25,1200,LIT,4,8,21
PAL9697,1997-01-25,1200,LIT,5,45,82
PAL9697,1997-01-25,1200,LIT,6,50,105
PAL9697,1997-01-25,1200,LIT,7,42,55
PAL9697,1997-01-25,1200,LIT,8,19,147
PAL9697,1997-01-25,1200,LIT,9,25,27
PAL9697,1997-01-25,1500,TOR,1,41,75
PAL9697,1997-01-25,1500,TOR,2,6,4
PAL9697,1997-01-25,1500,TOR,3,3,4
PAL9697,1997-01-25,1500,TOR,4,113,188
PAL9697,1997-01-25,1500,TOR,5,41,73
PAL9697,1997-01-25,1500,TOR,12,89,271
PAL9697,1997-01-25,1500,TOR,13,83,212
PAL9697,1997-01-25,1500,TOR,15,54,139
PAL9697,1997-01-25,1500,TOR,17,3,7
PAL9697,1997-01-25,1500,TOR,18,82,327
PAL9697,1997-01-25,1500,TOR,19,198,608
PAL9697,1997-01-25,1500,TOR,20,81,207
PAL9697,1997-01-25,1500,TOR,21,30,98
PAL9697,1997-01-25,1500,TOR,22,23,42
PAL9697,1997-01-25,1500,TOR,23,73,216
PAL9697,1997-01-25,1500,TOR,23.1,14,4
PAL9798,1997-01-29,1400,LIT,8,70,161
PAL9798,1997-01-29,1400,LIT,9,28,22
PAL9798,1998-01-29,1400,LIT,1,6,12
PAL9798,1998-01-29,1400,LIT,2,19,19
PAL9798,1998-01-29,NULL,LIT,3,0,0
PAL9798,1998-01-29,1400,LIT,4,33,49
PAL9798,1998-01-29,1400,LIT,5,34,84
PAL9798,1998-01-29,1400,LIT,6,58,114
PAL9798,1998-01-29,1400,LIT,7,50,50
PAL9798,1998-01-30,1000,HUM,1.1,0,0
PAL9798,1998-01-30,1000,HUM,1.2,0,0
PAL9798,1998-01-30,1000,HUM,1.3,0,0
PAL9798,1998-01-30,1000,HUM,2.1,145,170
PAL9798,1998-01-30,1000,HUM,2.2,42,70
PAL9798,1998-01-30,1000,HUM,3,145,335
PAL9798,1998-01-30,1000,HUM,3.1,4,1
PAL9798,1998-01-30,1000,HUM,4,77,141
PAL9798,1998-01-30,1000,HUM,5,172,342
PAL9798,1998-01-30,1200,TOR,1,75,74
PAL9798,1998-01-30,1200,TOR,2,0,0
PAL9798,1998-01-30,1200,TOR,3,7,2
PAL9798,1998-01-30,1200,TOR,4,141,173
PAL9798,1998-01-30,1200,TOR,5,64,58
PAL9798,1998-01-30,1200,TOR,12,163,256
PAL9798,1998-01-30,1200,TOR,13,172,167
PAL9798,1998-01-30,1200,TOR,15,99,140
PAL9798,1998-01-30,1200,TOR,17,7,3
PAL9798,1998-01-30,1200,TOR,18,134,314
PAL9798,1998-01-30,1200,TOR,19,267,590
PAL9798,1998-01-30,1200,TOR,20,205,196
PAL9798,1998-01-30,1200,TOR,21,41,86
PAL9798,1998-01-30,1200,TOR,22,29,30
PAL9798,1998-01-30,1200,TOR,23,150,220
PAL9798,1998-01-30,1200,TOR,23.1,15,4
PAL9798,1998-02-03,1300,CHR,1,109,231
PAL9798,1998-02-03,1300,CHR,2,48,62
PAL9798,1998-02-03,1300,CHR,3,33,79
PAL9798,1998-02-03,1300,CHR,3.1,19,44
PAL9798,1998-02-03,1300,CHR,4.1,2,5
PAL9798,1998-02-03,1300,CHR,5,25,49
PAL9798,1998-02-03,1300,CHR,6,82,118
PAL9798,1998-02-03,1300,CHR,7,202,354
PAL9798,1998-02-03,1300,CHR,7.1,14,14
PAL9798,1998-02-03,1300,CHR,7.2,41,60
PAL9798,1998-02-03,1300,CHR,8,119,167
PAL9798,1998-02-03,1300,CHR,9.1,28,43
